0.036562,0.98706,0.124947,0,0,0,0
0.043887,0.992675,0.131905,0,0,0,0
0.053287,0.988036,0.138131,0,0,0,0
0.057804,0.982543,0.136178,0,0,0,0
0.061832,0.98352,0.134835,0,0,0,0
0.063053,0.984008,0.135934,0,0,0,0
0.061832,0.985717,0.137398,0,0,0,0
0.060245,0.987426,0.138497,0,0,0,0
0.0611,0.987182,0.137276,0,0,0,0
0.062077,0.986571,0.137154,0,0,0,0
0.073552,0.985351,0.140573,0,0,0,0
0.081243,0.994384,0.14216,0,0,0,0
0.091986,0.983031,0.141427,0,0,0,0
0.101752,0.979735,0.14985,0,0,0,0
0.10871,0.970213,0.152048,0,0,0,0
0.095892,0.9624,0.149973,0,0,0,0
0.090154,0.955564,0.145822,0,0,0,0
0.093451,0.982421,0.153513,0,0,0,0
0.095892,0.99414,0.151193,0,0,0,0
0.090032,1,0.151315,0,0,0,0
0.084417,0.99646,0.144845,0,0,0,0
0.082952,0.984252,0.132393,0,0,0,0
0.074773,0.97534,0.125191,0,0,0,0
0.072087,0.967527,0.11518,0,0,0,0
0.064518,0.961423,0.115425,0,0,0,0
0.06171,0.95532,0.109687,0,0,0,0
0.06403,0.920161,0.112739,0,0,0,0
0.043765,1,0.162302,0,0,0,0
0.05109,1,0.178417,0,0,0,0
0.05817,1,0.162302,0,0,0,0
0.070744,1,0.173534,0,0,0,0
0.082708,1,0.169261,0,0,0,0
0.096014,0.984862,0.1739,0,0,0,0
0.102973,0.971678,0.170115,0,0,0,0
0.112373,0.954709,0.164866,0,0,0,0
0.114448,0.951047,0.162302,0,0,0,0
0.120063,0.951291,0.162058,0,0,0,0
0.126656,0.961179,0.166453,0,0,0,0
0.135567,0.972899,0.173167,0,0,0,0
0.137765,0.987426,0.186352,0,0,0,0
0.133614,0.982909,0.189037,0,0,0,0
0.101996,0.992675,0.205274,0,0,0,0
0.082097,1,0.196728,0,0,0,0
0.077825,1,0.198315,0,0,0,0
0.052799,1,0.200024,0,0,0,0
0.034243,1,0.196972,0,0,0,0
0.006775,1,0.138741,0,0,0,0
0.073796,0.976561,0.201245,0,0,0,0
0.151193,1,0.127999,0,0,0,0
-0.099432,1,0.200146,0,0,0,0
-0.153513,1,0.176341,0,0,0,0
-0.133614,1,0.111884,0,0,0,0
-0.134224,1,0.147531,0,0,0,0
-0.198193,1,-0.000061,0,0,0,0
-0.166697,1,0.108832,0,0,0,0
-0.203809,0.862785,0.115302,0,0,0,0
-0.256791,0.819203,0.155466,0,0,0,0
-0.298663,0.828115,0.234084,0,0,0,0
-0.359336,0.839224,0.284868,0,0,0,0
-0.427944,0.858512,0.313801,0,0,0,0
-0.483489,0.865226,0.308674,0,0,0,0
-0.497528,0.847769,0.28792,0,0,0,0
-0.475676,0.819203,0.248855,0,0,0,0
-0.449796,0.800891,0.1927,0,0,0,0
-0.451993,0.827748,0.131661,0,0,0,0
-0.457486,0.878411,0.087957,0,0,0,0
-0.453946,0.923946,0.073674,0,0,0,0
-0.477385,0.910395,0.073186,0,0,0,0
-0.481292,0.906855,0.076482,0,0,0,0
-0.493988,0.880486,0.084783,0,0,0,0
-0.54172,0.769761,0.065861,0,0,0,0
-0.535128,0.700177,0.094183,0,0,0,0
-0.577977,0.581762,0.118232,0,0,0,0
-0.63633,0.586523,0.18623,0,0,0,0
-0.66978,0.603736,0.220533,0,0,0,0
-0.686626,0.641213,0.211622,0,0,0,0
-0.669291,0.676372,0.165354,0,0,0,0
-0.696393,0.660258,0.072697,0,0,0,0
-0.711164,0.663798,0.087957,0,0,0,0
-0.703717,0.658304,0.109809,0,0,0,0
-0.70799,0.634621,0.122261,0,0,0,0
-0.695416,0.613136,0.128609,0,0,0,0
-0.70799,0.615577,0.134835,0,0,0,0
-0.730452,0.604346,0.129341,0,0,0,0
-0.753769,0.595312,0.116035,0,0,0,0
-0.769273,0.570042,0.105048,0,0,0,0
-0.783068,0.566014,0.097357,0,0,0,0
-0.762192,0.556247,0.094916,0,0,0,0
-0.769273,0.515718,0.134713,0,0,0,0
-0.770616,0.509003,0.144967,0,0,0,0
-0.771104,0.53586,0.127999,0,0,0,0
-0.779405,0.559055,0.103095,0,0,0,0
-0.786974,0.578099,0.072087,0,0,0,0
-0.789904,0.573827,0.076482,0,0,0,0
-0.813587,0.540499,0.136056,0,0,0,0
-0.814564,0.511689,0.163279,0,0,0,0
-0.816029,0.505585,0.101996,0,0,0,0
-0.813587,0.491546,0.089422,0,0,0,0
-0.817005,0.484344,0.079778,0,0,0,0
-0.82787,0.419398,0.04877,0,0,0,0
-0.856192,0.356894,0.034487,0,0,0,0
-0.882073,0.320149,0.060856,0,0,0,0
-0.890496,0.35665,0.08344,0,0,0,0
-0.896112,0.38778,0.099799,0,0,0,0
-0.89074,0.415858,0.102606,0,0,0,0
-0.899652,0.406824,0.081731,0,0,0,0
-0.929561,0.338094,0.08698,0,0,0,0
-0.96594,0.284258,0.12165,0,0,0,0
-0.965208,0.325642,0.141915,0,0,0,0
-0.954343,0.285113,0.12104,0,0,0,0
-0.939571,0.237136,0.053043,0,0,0,0
-0.942501,0.185253,0.030947,0,0,0,0
-0.961423,0.192456,0.03644,0,0,0,0
-0.964231,0.193066,0.050235,0,0,0,0
-0.953977,0.20564,0.051822,0,0,0,0
-0.950314,0.19563,0.033266,0,0,0,0
-0.951779,0.14631,-0.011048,0,0,0,0
-0.955564,0.122505,-0.02057,0,0,0,0
-0.953977,0.124825,0.005555,0,0,0,0
-0.941891,0.125923,0.010438,0,0,0,0
-0.946164,0.107856,-0.006775,0,0,0,0
-0.957029,0.075993,-0.027162,0,0,0,0
-0.970335,0.012513,-0.023744,0,0,0,0
-0.964353,0.000793,-0.038393,0,0,0,0
-0.964842,0.012757,-0.057804,0,0,0,0
-0.952756,0.039004,-0.055606,0,0,0,0
-0.957273,0.039614,-0.05756,0,0,0,0
-0.96301,0.0235,-0.046695,0,0,0,0
-0.968748,-0.065617,-0.05463,0,0,0,0
-0.978026,-0.11811,-0.062687,0,0,0,0
-0.975707,-0.124702,-0.072087,0,0,0,0
-1,-0.100165,-0.073796,0,0,0,0
-1,-0.118354,-0.084783,0,0,0,0
-0.99707,-0.114692,-0.109321,0,0,0,0
-1,-0.079534,-0.116401,0,0,0,0
-1,-0.100409,-0.115425,0,0,0,0
-1,-0.107612,-0.116523,0,0,0,0
